회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수,위도,경도
삼양연마공업(주)분공장,경상북도 영천시 본촌동,23992,연마재 제조업,054-335-7840,054-335-7842,62,35.92961171,128.96957999
하명영농조합법인,경상북도 영천시 녹전동,10892,차류 가공업 외 1 종,054-335-7887,054-335-7888,4,36.00152575,128.90817065
(주)태성포장,경상북도 영천시 고경면,17212,골판지 상자 및 가공제품 제조업,054-335-8012,054-335-8095,6,36.00623465,129.09179185
삼형정밀,경상북도 영천시 도남동,25924,절삭가공 및 유사처리업,054-335-8398,054-336-8398,4,35.93673831,128.93883558
(주)화인케미칼,경상북도 영천시 화산면,22212,플라스틱 필름 제조업,054-335-8428,054-336-1339,8,36.03702909,128.90251977
(주)신하화학,경상북도 영천시 고경면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-335-8716,054-335-8716,9,36.00623465,129.09179185
농업회사법인(주)어니스트파머,경상북도 영천시 청통면,10892,차류 가공업 외 1 종,054-335-8732,054-336-8734,8,36.00912727,128.83399563
농업회사법인(주)어니스트파머,경상북도 영천시 청통면,10519,기타 곡물 가공품 제조업,054-335-8732,054-336-8734,10,36.00912727,128.83399563
노천도예공방,경상북도 영천시 신녕면,23221,가정용 및 장식용 도자기 제조업,054-335-8918,,5,36.07255316,128.80475302
경동섬유,경상북도 영천시 금호읍,13104,연사 및 가공사 제조업,054-335-8923,054-335-8924,3,35.92147076,128.90702383
대원스치로폴,경상북도 영천시 대창면,22251,폴리스티렌 발포 성형제품 제조업,054-335-9000,054-335-9005,5,35.88851007,128.88750399
(주)대산테크,경상북도 영천시 고경면,25112,구조용 금속 판제품 및 공작물 제조업,054-335-9012,054-335-9103,5,36.00623465,129.09179185
조원산업2공장,경상북도 영천시 금호읍,13219,특수 직물 및 기타 직물 직조업,054-335-9105,054-335-9106,7,35.92147076,128.90702383
(주)대아에스엔에스,경상북도 영천시 신녕면,20203,혼성 및 재생 플라스틱 소재 물질 제조업 외 1 종,054-335-9395,054-335-9396,5,36.07255316,128.80475302
(주)부강산업,경상북도 영천시 녹전동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-335-9397,054-333-9778,25,36.00152575,128.90817065
에스엠 화진 주식회사 (제6공장),경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-335-9655,054-330-9606,10,35.93673831,128.93883558
(주)도투락,경상북도 영천시 화산면,11209,기타 비알코올 음료 제조업,054-335-9811,054-335-9819,5,36.03702909,128.90251977
(주)씨앤디,경상북도 영천시 화산면,11209,기타 비알코올 음료 제조업,054-335-9811,054-335-9819,13,36.03702909,128.90251977
셀베이바이오,경상북도 영천시 화산면,11209,기타 비알코올 음료 제조업,054-335-9811,054-335-9819,8,36.03702909,128.90251977
(주)비케이엠솔,경상북도 영천시 본촌동,24312,강주물 주조업 외 3 종,054-335-9999,054-335-9919,32,35.92961171,128.96957999
(주)뉴라이프,경상북도 영천시 북안면,22299,그 외 기타 플라스틱 제품 제조업,054-336-0001,054-336-0385,22,35.91641673,129.03259025
종합맨홀스틸산업,경상북도 영천시 화산면,24311,선철주물 주조업,054-336-0022,054-336-0076,19,36.03702909,128.90251977
(주)대호,경상북도 영천시 대창면,32029,기타 목재가구 제조업,054-336-0047,,3,35.88851007,128.88750399
제이더블유텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,054-336-0059,054-336-1159,3,36.01669094,129.01587570
(재)경북자동차임베디드연구원,경상북도 영천시 도남동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-336-0060,054-336-9732,7,35.93673831,128.93883558
(주)삼안콘크리트,경상북도 영천시 신녕면,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,054-336-0088,054-0336-0309,49,36.07255316,128.80475302
일신산업,경상북도 영천시 대창면,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,054-336-0111,,3,35.88851007,128.88750399
(주)건우금속,경상북도 영천시 채신동,25912,금속 단조제품 제조업,054-336-0117,054-335-4589,47,35.91357661,128.95987383
성림기계공업사,경상북도 영천시 청통면,29299,그 외 기타 특수목적용 기계 제조업 외 1 종,054-336-0127,054-336-0126,4,36.00912727,128.83399563
(주)루소,경상북도 영천시 금호읍,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-336-0209,054-337-0209,7,35.92147076,128.90702383
(주)대한이피씨,경상북도 영천시 북안면,29133,"탭, 밸브 및 유사장치 제조업",054-336-0235,054-332-9007,22,35.91641673,129.03259025
(주)제이엘,경상북도 영천시 신기동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-336-0312,054-337-0312,9,36.01675118,128.95480915
이강라이팅,경상북도 영천시 대창면,28422,일반용 전기 조명장치 제조업 외 5 종,054-336-0315,054-337-0316,5,35.88851007,128.88750399
천일수지,경상북도 영천시 청통면,38321,비금속류 해체 및 선별업 외 1 종,054-336-0317,,4,36.00912727,128.83399563
(주)동은,경상북도 영천시 금호읍,22212,플라스틱 필름 제조업 외 1 종,054-336-0336,054-336-0335,14,35.92147076,128.90702383
농업회사법인주식회사 제영,경상북도 영천시 고경면,10833,장류 제조업 외 2 종,054-336-0401,054-337-0401,2,36.00623465,129.09179185
(주)거성피엔피,경상북도 영천시 청통면,22212,플라스틱 필름 제조업 외 1 종,054-336-0479,054-336-0480,18,36.00912727,128.83399563
기하섬유,경상북도 영천시 금호읍,13213,화학섬유직물 직조업,054-336-0524,,4,35.92147076,128.90702383
영진산업,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,054-336-0558,054-336-0510,5,36.00912727,128.83399563
(주)은창,경상북도 영천시 고경면,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",054-336-0631,054-336-0635,46,36.00623465,129.09179185
청운물산(주),경상북도 영천시 오수동,10309,기타 과실채소 가공 및 저장 처리업,054-336-0881,054-338-4988,10,35.96292926,128.91220718
(주)천수테크,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-336-0889,054-336-0838,60,35.91357661,128.95987383
영풍축산영농조합법인,경상북도 영천시 도남동,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,054-336-0891,054-336-0893,20,35.93673831,128.93883558
에스아이이(주),경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 13 종,054-336-0900,054-336-0090,23,35.93673831,128.93883558
제이엠에스 주식회사,경상북도 영천시 북안면,22299,그 외 기타 플라스틱 제품 제조업,054-336-0906,054-336-0907,4,35.91641673,129.03259025
(주)삼안레미콘,경상북도 영천시 신녕면,23322,레미콘 제조업,054-336-0920,054-336-0930,13,36.07255316,128.80475302
(주)전문열처리,경상북도 영천시 고경면 동,25921,금속 열처리업,054-336-1072,054-338-1072,15,36.00623465,129.09179185
(주)윔스,경상북도 영천시 망정동,29269,"기타 섬유, 의복 및 가죽 가공 기계 제조업",054-336-1113,054-336-1171,4,35.97805433,128.95399701
농업회사법인(주)동서웰빙,경상북도 영천시 본촌동,10897,건강기능식품 제조업 외 1 종,054-336-1212,054-0336-1214,24,35.92961171,128.96957999
농업회사법인(주)동서웰빙 도동공장,경상북도 영천시 도동,10897,건강기능식품 제조업 외 1 종,054-336-1212,054-336-1214,18,35.94163522,128.94027869
대남,경상북도 영천시 대창면,17909,그 외 기타 종이 및 판지 제품 제조업,054-336-1261,054-336-1263,14,35.88851007,128.88750399
㈜엠에이치테크윈,경상북도 영천시 도동,30310,자동차 엔진용 신품 부품 제조업 외 1 종,054-336-1278,054-336-1279,15,35.94163522,128.94027869
한도기계,경상북도 영천시 서산동,29292,인쇄 및 제책용 기계 제조업 외 1 종,054-336-1451,054-336-1451,3,35.97638058,128.91030063
마이텍스,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,054-336-1468,054-337-1468,10,36.00912727,128.83399563
(주)신원금속,경상북도 영천시 청통면,24222,"알루미늄 압연, 압출 및 연신제품 제조업",054-336-1472,054-336-1473,21,36.00912727,128.83399563
주식회사 태봉,경상북도 영천시 청통면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,054-336-1498,054-335-4199,2,36.00912727,128.83399563
대승개발,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업,054-336-1525,054-337-1525,10,35.92147076,128.90702383
성림창호,경상북도 영천시 금호읍,25111,"금속 문, 창, 셔터 및 관련제품 제조업",054-336-1935,054-332-1935,3,35.92147076,128.90702383
주식회사 룩세라,경상북도 영천시 청통면,28422,일반용 전기 조명장치 제조업 외 1 종,054-336-1996,070-7966-2024,4,36.00912727,128.83399563
자연공간,경상북도 영천시 금호읍,26329,기타 주변기기 제조업,054-336-2024,054-336-2021,5,35.92147076,128.90702383
지지아그로,경상북도 영천시 대창면,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-336-2030,,1,35.88851007,128.88750399
삼양환경산업(주),경상북도 영천시 도남동,20129,기타 기초 무기 화학물질 제조업 외 3 종,054-336-2072,054-336-0296,10,35.93673831,128.93883558
(주)일신중전기,경상북도 영천시 북안면,28111,전동기 및 발전기 제조업 외 4 종,054-336-2198,,13,35.91641673,129.03259025
(주)동현섬유,경상북도 영천시 북안면,13104,연사 및 가공사 제조업,054-336-2213,054-336-2215,19,35.91641673,129.03259025
주식회사 부흥산업,경상북도 영천시 금호읍,25121,산업용 난방보일러 및 방열기 제조업,054-336-2230,054-336-2231,3,35.92147076,128.90702383
(주)피제이산업 영천지점,경상북도 영천시 도남동,20119,기타 기초 유기화학 물질 제조업 외 1 종,054-336-2290,054-336-2291,3,35.93673831,128.93883558
영남산업사,경상북도 영천시 금호읍,22259,기타 플라스틱 발포 성형제품 제조업,054-336-2522,054-337-2522,8,35.92147076,128.90702383
농업회사법인(주)원광,경상북도 영천시 오미동,10309,기타 과실채소 가공 및 저장 처리업,054-336-2626,054-336-2625,5,36.01556744,128.94930142
농업회사법인(주)원광,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,054-336-2626,054-336-2625,5,36.01669094,129.01587570
디오텍스,경상북도 영천시 금호읍,13213,화학섬유직물 직조업,054-336-2646,054-336-2646,5,35.92147076,128.90702383
제일가설산업(주),경상북도 영천시 북안면,25113,육상 금속 골조 구조재 제조업 외 1 종,054-336-2691,054-336-2693,6,35.91641673,129.03259025
신진산업포장,경상북도 영천시 대창면,17211,골판지 제조업 외 1 종,054-336-2828,054-338-6265,5,35.88851007,128.88750399
(주)태극인 농업회사법인,경상북도 영천시 화산면,21220,한의약품 제조업,054-336-2895,054-333-5812,5,36.03702909,128.90251977
엘림칼라보드,경상북도 영천시 대창면,22212,플라스틱 필름 제조업 외 2 종,054-336-2939,054-336-2937,10,35.88851007,128.88750399
주식회사 대창,경상북도 영천시 북안면,25122,금속탱크 및 저장용기 제조업,054-336-2977,054-337-2977,6,35.91641673,129.03259025
조양향당,경상북도 영천시 청통면,20424,표면광택제 및 실내가향제 제조업,054-336-3071,054-336-2565,4,36.00912727,128.83399563
(주)지엔에스,경상북도 영천시 채신동,20422,"치약, 비누 및 기타 세제 제조업",054-336-3262,054-336-5521,4,35.91357661,128.95987383
(주)대청산업,경상북도 영천시 고경면,25929,그 외 기타 금속가공업,054-336-3264,054-336-4820,15,36.00623465,129.09179185
(주)삼원엔지니어링,경상북도 영천시 고경면,22222,설치용 및 위생용 플라스틱제품 제조업,054-336-3327,,7,36.00623465,129.09179185
동방가로시설(주),경상북도 영천시 대창면,25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,054-336-3350,054-336-5513,4,35.88851007,128.88750399
한국위더스,경상북도 영천시 대창면,22212,플라스틱 필름 제조업 외 1 종,054-336-3356,054-336-3360,4,35.88851007,128.88750399
하나씨앤에스(주),경상북도 영천시 북안면,29299,그 외 기타 특수목적용 기계 제조업 외 1 종,054-336-3374,054-336-3375,5,35.91641673,129.03259025
유신포장공업(주),경상북도 영천시 본촌동,17211,골판지 제조업 외 1 종,054-336-3434,054-336-3435,19,35.92961171,128.96957999
동양산업,경상북도 영천시 대창면,13213,화학섬유직물 직조업,054-336-3551,,13,35.88851007,128.88750399
소영섬유,경상북도 영천시 청통면,13223,커튼 및 유사제품 제조업,054-336-3560,054-335-9137,2,36.00912727,128.83399563
HRK A&P,경상북도 영천시 대창면,24132,강관 제조업,054-336-3625,054-336-2015,1,35.88851007,128.88750399
별다믄영농조합법인,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,054-336-3655,,7,36.01669094,129.01587570
(주)선학산업,경상북도 영천시 청통면,28511,주방용 전기기기 제조업 외 6 종,054-336-3662,054-336-3661,4,36.00912727,128.83399563
(주)선학산업,경상북도 영천시 청통면,29250,음식료품 및 담배 가공기계 제조업 외 6 종,054-336-3662,054-336-3661,5,36.00912727,128.83399563
(주)엘비산업,경상북도 영천시 청통면,38321,비금속류 해체 및 선별업 외 1 종,054-336-3795,054-337-3795,6,36.00912727,128.83399563
이엠티(EMT),경상북도 영천시 청통면,29199,그 외 기타 일반목적용 기계 제조업 외 2 종,054-336-3799,054-336-3796,6,36.00912727,128.83399563
주식회사 이엠티,경상북도 영천시 청통면,29199,그 외 기타 일반목적용 기계 제조업 외 2 종,054-336-3799,054-336-3796,0,36.00912727,128.83399563
영창산업,경상북도 영천시 대창면,25921,금속 열처리업,054-336-3900,054-336-3904,7,35.88851007,128.88750399
주식회사 그린,경상북도 영천시 임고면,22299,그 외 기타 플라스틱 제품 제조업,054-336-4030,054-336-4029,3,36.01669094,129.01587570
