순번,단지명,회사명,대표자명,공장대표주소(지번),대표업종번호,업종명,전화번호,생산품,용지면적,건축면적,위도,경도
410,영천고경농공단지,(주)한미산업,신용○,경상북도 영천시 고경면 상리리 600-10번지,30399,그 외 자동차용 신품 부품 제조업 외 6 종,054-337-5601,자동차밧데리케이스 외,4641,1492.94,36.00526726,129.03040473
411,,(주)한미산업(대의공장),신용○,경상북도 영천시 고경면 대의리 187-6번지 외 1필지,30399,그 외 자동차용 신품 부품 제조업 외 6 종,054-337-5601,"자동차 밧데리케이스 및 운전대,운전박스 제조 외",6044,2352.5,35.96633808,128.99438586
412,,(주)한백창호,강병○,경상북도 영천시 청통면 송천리 475-20 외 7필지,22223,플라스틱 창호 제조업,054-335-6216,플라스틱 창호,9860,3180,35.97101754,128.81839270
413,,(주)한보엔지니어링,김영○,경상북도 영천시 임고면 황강리 169-3번지,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 2 종",054-336-7501,"마그네슘보드 건축자재,콘크리트조립구조재,구조물용 금속제 패널",7016,3004.75,36.03002099,128.99871567
414,,(주)한샘생활건강,안병○,경상북도 영천시 청통면 보성리 542-14번지 외 1필지,20422,"치약, 비누 및 기타 세제 제조업 외 1 종",054-0336-5700,워셔액,7052,1945.26,35.99428490,128.84690891
415,,(주)한스인테크,이인○,경상북도 영천시 북안면 임포리 407-1번지 외 2필지,22212,플라스틱 필름 제조업 외 2 종,053-743-7761,"HOUSE WRAPPING, 열가소성수지 등",29995,11301.21,35.92036036,129.00652293
416,,(주)한스인테크(2공장),이인○,경상북도 영천시 화산면 대안리 1103-1번지,22212,플라스틱 필름 제조업 외 1 종,054-336-5461,"플라스틱 필름, 플라스틱 필름",8357,3650.41,36.02652810,128.81340587
417,,(주)한영전기판금엔지니어링,이수○,경상북도 영천시 청통면 보성리 546-11번지 외 1필지,25112,구조용 금속 판제품 및 공작물 제조업,054-333-8198,전용기 기계카바,4000,1235.77,35.99360570,128.84848103
418,,(주)한중엔시에스(제2공장),김환○,경상북도 영천시 채신동 620-5번지 외 7필지,28113,에너지 저장장치 제조업 외 1 종,054-337-5050,"ESS부품, 자동차용 릴레이 및 커넥터 제조",18649,10987.49,35.91378282,128.95232849
419,,(주)현대에코팩,권순○,경상북도 영천시 도남동  412번지,17211,골판지 제조업 외 1 종,054-338-5505,골판지박스,3693,961.75,35.93127477,128.93708203
420,,(주)현준정밀,권용○,경상북도 영천시 청통면 송천리 850번지,29293,주형 및 금형 제조업,053-592-5090,금형,11582.7,3954.69,35.97271900,128.81666602
421,,(주)협신철강,조우○,경상북도 영천시 대창면 사리리 189-11번지 외 2필지,24122,냉간 압연 및 압출 제품 제조업,," 냉간압연제품,철근커플러스웨징",6481,2442.5,35.87479872,128.88278102
422,,(주)협신철강제2공장,조우○,경상북도 영천시 고경면 상리리 710번지 외 2필지,24122,냉간 압연 및 압출 제품 제조업,054-714-1155,"냉간압연제품,철근커플러스웨징",20596,4910.5,36.00510796,129.02590216
423,,(주)형제케미칼,배상○,경상북도 영천시 도남동 573번지 외 5필지,20129,기타 기초 무기 화학물질 제조업 외 1 종,,"황산알루미늄,염화알루미늄, 석고",5492,1677.06,35.92861438,128.93466460
424,,(주)혜성,"신종○,이희○",경상북도 영천시 망정동  8-16번지,30331,자동차용 신품 동력전달장치 제조업 외 4 종,054-338-6678,자동차부품류,4906,3299.8,35.98406740,128.96027150
425,,(주)혜성,"신종○,이희○",경상북도 영천시 망정동 11-4번지 외 1필지,30331,자동차용 신품 동력전달장치 제조업 외 4 종,054-338-6678,기어 및 밋션부품,4974,2228.4,35.98365767,128.96002953
426,,(주)호남금속,"권남○,전병○",경상북도 영천시 대창면 대창리 888-3 외 5필지,24311,선철주물 주조업,054-726-1241,멘홀뚜껑,7758,2384.55,35.87929986,128.88634281
427,,(주)호정산업,여중○,경상북도 영천시 채신동 657-5번지 외 1필지,13992,부직포 및 펠트 제조업 외 1 종,054-335-6466,"부직포,보온단열재,식생매트",4384,1246.7,35.90401159,128.95019730
428,,(주)홍성산업,이해○,경상북도 영천시 청통면 송천리 645-2번지 외 5필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,자동차소음방지용스틸부품,8017,2776.56,35.98238351,128.81231743
429,,(주)홍창엠앤티,장근○,경상북도 영천시 금호읍 냉천리 96번지,10901,반려동물용 사료 제조업 외 2 종,054-0334-1711,조제동물사료 ,4283,1275.96,35.92617661,128.88754750
430,,(주)화남텍스,안홍○,경상북도 영천시 화남면 귀호리 559-1 외 5필지,13213,화학섬유직물 직조업,054-337-9186,직물원단,4703,2498.08,36.05456013,128.87819648
431,영천본촌농공단지,(주)화산,장래○,경상북도 영천시 본촌동 439번지,25122,금속탱크 및 저장용기 제조업 외 2 종,054-335-6666,"렌지용부탄가스,부탄가스용금속통(캔),접합용기",6348,2588.7,35.91950490,128.95181761
432,,(주)화성섬유,백순○,경상북도 영천시 금호읍 신월리 220번지 외 1필지,13219,특수 직물 및 기타 직물 직조업,054-0331-7117,견 인견 화섬직물,9636.87,7418.3,35.93913558,128.89745727
433,,(주)화수목,김후○,경상북도 영천시 화남면 금호리 313번지,10839,기타 식품 첨가물 제조업,,"천연식용색소,처연식품향미료",3577,444.5,36.07214202,128.90905145
434,영천도남농공단지,(주)화신,정서○,경상북도 영천시 봉동 646번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-5135,자동차 차체용 부품,48389.8,29919.72,35.92906637,128.94431979
435,,(주)화신,정서○,경상북도 영천시 언하동 412번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-5143,샤시부분,40340,26610.96,35.98886694,128.96123708
436,영천도남농공단지,(주)화신정공,정서○,경상북도 영천시 도남동 191번지 외 2필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-330-8200,샤시부분,16839,13791.33,,
437,,(주)화윤,김태○,경상북도 영천시 망정동 8-12 외 1필지,16231,목재 깔판류 및 기타 적재판 제조업,,목재파레트,5369,3136.1,35.98514839,128.95987076
438,,(주)화인케미칼,김강○,경상북도 영천시 화산면 연계리 333-1번지,22212,플라스틱 필름 제조업,054-335-8428,P.E필름,1985,996.54,36.02084432,128.84033007
439,,(주)화진그린텍,박성○,경상북도 영천시 대창면 대창리 1076-7번지,25944,금속선 가공제품 제조업 외 1 종,054-332-7878,"돌망태,용접철망,육각개비온,육각매트리스",2810,1278.93,35.88549692,128.89049674
440,,(주)화진지앤씨,이정○,경상북도 영천시 북안면 고지리 498-1 (주)화진지앤씨,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,원도우 파워 스위치,7286,1812.8,35.91671050,129.01156650
441,,(주)효정,이선○,경상북도 영천시 채신동 595-9번지 외 1필지,13219,특수 직물 및 기타 직물 직조업 외 2 종,054-333-2335,"타포린직물,각종 겉덮개용의 천막제조",2355,1281,35.91331881,128.95096026
442,,A-ONE,신혜○,경상북도 영천시 고경면 대의리 152-8 번지,30399,그 외 자동차용 신품 부품 제조업 외 6 종,,"자동차밧데리케이스및운전대운전박스,전기애자및절연용물품,합성수지단독전기계기함등",2622,1038.75,35.96703643,128.99418990
443,,GBT,김진○,경상북도 영천시 고경면 대의리 151-1번지,25924,절삭가공 및 유사처리업,054-331-6127,자동차부품,3974,956.26,35.96730826,128.99292940
444,,HRKA&P,원은○,경상북도 영천시 대창면 대창리 74번지,24132,강관 제조업,054-336-3625,강관주(가로등),1533,605,35.88883467,128.88969974
445,,IMC,백운○,경상북도 영천시 금호읍 오계리 34번지,29293,주형 및 금형 제조업,053-381-8828,자동차차체판넬생산용금형,14571,6529.29,35.91600452,128.88913656
446,,J.K산업,"신경○,권현○",경상북도 영천시 청통면 용천리 646-4 번지 외 1필지,24131,주철관 제조업,054-331-9994,주철관연결구 및 밸브,1368,856.05,36.01879144,128.82486691
447,,LG정경,이재○,경상북도 영천시 임고면 덕연리 1007-1번지,13104,연사 및 가공사 제조업,054-0337-3077,연사,1024,388.25,36.05152029,128.98400886
448,,YM텍스,라장○,경상북도 영천시 대창면 사리리 676-1번지 외 1필지,13104,연사 및 가공사 제조업,054-332-7834,화섬사,5976,1804.4,35.87453095,128.86256620
449,,㈜엠에이치테크윈,오석○,경상북도 영천시 도동 178-4,30310,자동차 엔진용 신품 부품 제조업 외 1 종,054-336-1278,screw guide/pipe/housing,5510,2141.85,35.94308769,128.93613222
450,,가온누리식품,김성○,경상북도 영천시 봉동 618-6 외 3필지,10832,천연 및 혼합조제 조미료 제조업 외 1 종,,참기름 및 조미료,8558,1100,35.93274333,128.94680973
451,,가인텍스,성락○,경상북도 영천시 임고면 효리 1041-5번지,13104,연사 및 가공사 제조업,070-8833-4761,연사,1692,1140.46,36.02880025,128.99859232
452,,강원공업,전순○,경상북도 영천시 대창면 사리리 산 30-12번지 외 1필지,30320,자동차 차체용 신품 부품 제조업 외 2 종,053-852-4504,"크레인부품(차체프레임),내부격벽(기계,선박)",2876,1185,,
453,,개미공장,박범○,경상북도 영천시 북안면 임포리 15-4 주3,22299,그 외 기타 플라스틱 제품 제조업,,"사육장,판촉물",,193.155,35.92426153,129.01165571
454,,거양산업,조철○,경상북도 영천시 청통면 송천리 585 번지 외 2필지 외 2필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-726-0014,자동차부품,3531,1265.05,35.97810808,128.81453106
455,,거창피엘티주식회사,신용○,경상북도 영천시 도남동  268번지,25991,금속 캔 및 기타 포장용기 제조업 외 4 종,054-338-0461,"금속제 상자 등, 금속제 상자 등, 금속제 상자 등, 금속제 상자 등, 금속제 상자 등",1962,291,35.92575498,128.93916136
456,,건창산업(주),최정○,경상북도 영천시 도남동 415번지 외 3필지,29241,건설 및 채광용 기계장비 제조업,054-333-7201,건설 중장비 부품,3726,2483.06,35.93146121,128.93641910
457,,경농기계,조상○,경상북도 영천시 금호읍 오계리 46-16,29210,농업 및 임업용 기계 제조업,053-856-5060,"승용관리기 농약 방제기, 드랙터용 농약 방제기 농업용 상하차 리프트",1174,449,35.91693549,128.88647447
458,,경농산업,장재○,경상북도 영천시 청통면 원촌리 468-1번지 외 3필지,29210,농업 및 임업용 기계 제조업 외 4 종,054-338-9200,"궤도형 동력운반차,보행형 스피드 스프레이어, 건조기, 저온저장고, 우레탄 판넬 및 방열문",19673,8225,35.98508038,128.81773266
459,,경도산업,김중○,경상북도 영천시 청통면 계지리 297-11번지 외 1필지,16211,"박판, 합판 및 유사 적층판 제조업 외 1 종",054-336-7741,PVC샷시 무늬목,4264,1371.42,36.00542654,128.82120803
460,,경도창호,김중○,경상북도 영천시 청통면 계지리 297-16번지,22223,플라스틱 창호 제조업,,플라스틱 창호,2652,996,36.00524539,128.82186747
461,,경동섬유,박은○,경상북도 영천시 금호읍 오계리 47-3번지,13104,연사 및 가공사 제조업,054-335-8923,카바링사,2118,1308.89,35.91486165,128.88804923
462,,경북농축산영농조합,김형○,경상북도 영천시 화산면 대기리 406-1,10896,건강보조용 액화식품 제조업,054-338-7570,건강액화식품(음료),5419,1756.5,36.00989450,128.89568935
463,,경북석재,박석○,경상북도 영천시 도동  585-8번지,23919,기타 석제품 제조업,054-331-3280,석물,1653,285,35.94388005,128.92523306
464,,경북햇살농원영농조합법인,이은○,경상북도 영천시 임고면 선원리 618 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,070-8801-1135,건강(과일즙 등)음료,3297,1079.972,36.04549513,128.97360639
465,,경신장갑,서상○,경상북도 영천시 대전동 692번지,14419,기타 편조의복 액세서리 제조업,054-331-1252,장갑,1547,499.66,35.97961322,128.91109114
466,,경원금속,이석○,경상북도 영천시 금호읍 오계리 92-0번지 외 1필지,24213,"연 및 아연 제련, 정련 및 합금 제조업 외 1 종",,아연인크드,2985,1214.8,35.91118363,128.88803986
467,,고경연사,엄종○,경상북도 영천시 고경면 덕암리 산 5-1번지,13104,연사 및 가공사 제조업,054-337-7123,연사,1940,944.78,,
468,,고려상사,김상○,경상북도 영천시 대창면 조곡리 320-1,17909,그 외 기타 종이 및 판지 제품 제조업,,원지(종이),1983,514.5,35.86693255,128.90881323
469,,고려에프디,강성○,경상북도 영천시 대창면 사리리 15-2번지,10892,차류 가공업,053-852-3653,율무차외 고형차,1865,1560,35.88596427,128.87323909
470,,골리앗,이새○,경상북도 영천시 조교동 364-7 외 1필지,29210,농업 및 임업용 기계 제조업,054-533-6544,"농기계, 감박피기, 땅콩탈곡기",1656,343.8,35.97735381,128.96386855
471,,광덕산업,이권○,경상북도 영천시 대창면 사리리 47번지,18119,기타 인쇄업 외 1 종,054-336-9050,종이가 가공된 제품,546,546,35.88322982,128.87337544
472,,광신공조산업사,최종○,경상북도 영천시 괴연동  595번지,25913,자동차용 금속 압형제품 제조업 외 1 종,054-337-3344,연통,1983,1122.68,35.89610023,128.95926881
473,,구미비닐,김동○,경상북도 영천시 오미동 1088,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",054-482-0038,비닐봉투,,504,35.99343135,128.92436182
474,,국일화학(주),김찬○,경상북도 영천시 채신동 143-4번지,10831,"식초, 발효 및 화학 조미료 제조업 외 1 종",054-337-9101,"식초, 퐁퐁,락스",2283,1378.05,35.90520429,128.95608933
475,,그랩푸드,조창○,경상북도 영천시 도남동 619-2,10121,가금류 가공 및 저장 처리업 외 2 종,,"베트남소금닭, 베트남햄,태국룩친볼,족발, 베트남쌀국수,갈비탕",1605,628.4,35.92740691,128.93741352
476,,그린산업,예덕○,경상북도 영천시 금호읍 신대리 439-1번지,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,054-332-3450,스테인레스 건축자재,1974,981,35.91659775,128.86431093
