연번,구분,상호명,도로명주소,지번주소,전화번호,위도,경도
617,일반음식점,돼지파양념,경상북도 영천시 호국로 32-1 (야사동),경상북도 영천시 야사동 294-7 ,054-331-2228,35.97212990,128.94158692
618,일반음식점,산동왕손짜장,경상북도 영천시 천문로 92 (도동),경상북도 영천시 도동 251-1 ,054-333-4141,35.94682974,128.92929709
619,일반음식점,비어벙커,경상북도 영천시 무궁화길 31 (문외동),경상북도 영천시 문외동 5-10 ,,35.97335119,128.93629500
620,일반음식점,송가네통닭,경상북도 영천시 금호읍 교대길 22-1,경상북도 영천시 금호읍 교대리 208-10 ,054-337-8227,35.93296392,128.87142271
621,일반음식점,가회식당,경상북도 영천시 상록8길 4 (야사동),경상북도 영천시 야사동 335-63 ,054-333-5656,35.97367405,128.94256828
622,일반음식점,울릉도산오징어,경상북도 영천시 금호읍 거여로 81 (452-12),경상북도 영천시 금호읍 냉천리 452-8 452-12 ,,35.93297119,128.88641953
623,일반음식점,뿅뿅치킨화산점,경상북도 영천시 화산면 장수로 924,경상북도 영천시 화산면 유성리 590-8 ,054-335-6969,36.01855180,128.85593972
624,일반음식점,태화루,경상북도 영천시 금호읍 교대길 33-3,경상북도 영천시 금호읍 교대리 400-47 ,054-333-5588,35.93377366,128.87030128
625,일반음식점,명품금호곰탕,경상북도 영천시 금호읍 금호시장길 43-6,경상북도 영천시 금호읍 교대리 167-35 금호시장상설점포 2동 39~46호,054-337-0588,,
626,일반음식점,그린막창,경상북도 영천시 금호읍 금호로 89,경상북도 영천시 금호읍 덕성리 108-2 ,054-335-6578,35.93117639,128.87145620
627,일반음식점,1등급돈삼겹&돈숯불갈비,경상북도 영천시 야사시장길 36 (야사동),경상북도 영천시 야사동 191-12 ,054-332-7772,35.97320458,128.94770724
628,일반음식점,솔잎식당,경상북도 영천시 시장2길 13 (완산동),경상북도 영천시 완산동 1066-24 ,,35.96399560,128.93707371
629,일반음식점,북경원,"경상북도 영천시 언하공단로 83, 202호 (망정동, 정한상가)",경상북도 영천시 망정동 410-8 정한상가 202호,054-332-7969,35.98591193,128.95453252
630,일반음식점,대구반야월막창(야사점),경상북도 영천시 충효로 113 (야사동),경상북도 영천시 야사동 331-48 ,054-331-5005,35.97515187,128.94097456
631,일반음식점,제일손칼국수,경상북도 영천시 우로들길 11-4 (조교동),경상북도 영천시 조교동 588-12 ,054-331-6780,35.97796798,128.95613434
632,일반음식점,시장횟집,"경상북도 영천시 시장4길 52 (완산동,영천공설시장제1지구 169,170호)","경상북도 영천시 완산동 982-3 영천공설시장제1지구 169,170호 ",054-336-5288,35.96426957,128.93856849
633,일반음식점,호식이두마리치킨(금호점),경상북도 영천시 금호읍 금호시장길 44,경상북도 영천시 금호읍 교대리 167-19 ,054-332-2420,35.93197871,128.87335661
634,일반음식점,간이역,경상북도 영천시 언하공단로 84 (망정동),경상북도 영천시 망정동 471-5 ,054-331-5393,35.98633537,128.95451772
635,일반음식점,해원찜갈비,경상북도 영천시 옛군청4길 14 (문내동),경상북도 영천시 문내동 190 ,054-332-6402,35.96831022,128.93138135
636,일반음식점,시골추어탕,경상북도 영천시 시청남1길 12-14 (문외동),경상북도 영천시 문외동 40-27 ,054-333-3245,35.97185653,128.93978566
637,일반음식점,서민횟집,경상북도 영천시 호국로 104 (망정동),경상북도 영천시 망정동 171-1 ,054-331-7754,35.97514367,128.94884533
638,일반음식점,감포횟집,"경상북도 영천시 문화새길 25, 14동 6호 (야사동, 문화아파트상가)",경상북도 영천시 야사동 187-2 문화아파트상가 14동 6호,054-333-1906,35.97313065,128.94706067
639,일반음식점,장우동분식,경상북도 영천시 야사시장길 43 (야사동),경상북도 영천시 야사동 192-2 D동 104호,054-334-7100,35.97353147,128.94781820
640,일반음식점,풍경,경상북도 영천시 오미길 59-1 (오미동),경상북도 영천시 오미동 1224-1 ,054-335-0241,35.98509963,128.92946672
641,일반음식점,야사막썰어횟집,경상북도 영천시 충효로 137 (야사동),경상북도 영천시 야사동 154-31 ,054-338-5202,35.97619751,128.94344471
642,일반음식점,서산옥,경상북도 영천시 금호읍 금호로 504,경상북도 영천시 금호읍 신월리 1-42 ,054-333-9986,35.95084130,128.90672380
643,일반음식점,가마솥수제순대국밥,경상북도 영천시 신녕면 치산효령로 52,경상북도 영천시 신녕면 매양리 377-4 ,054-333-2122,36.04387436,128.78201223
644,일반음식점,보은식당,경상북도 영천시 완산중앙4길 39 (완산동),경상북도 영천시 완산동 986-34 ,054-336-9939,35.96299817,128.93799820
645,일반음식점,라일락,경상북도 영천시 천문로 315 (과전동),경상북도 영천시 과전동 1-3 ,054-338-1224,35.96579951,128.93150953
646,일반음식점,한그릇의 만족,경상북도 영천시 호국로 233-10 (언하동),경상북도 영천시 언하동 286-8 ,054-335-3331,35.97840098,128.96257753
647,일반음식점,장어독립,경상북도 영천시 무궁화길 48 (문외동),경상북도 영천시 문외동 5-34 ,054-333-1352,35.97353857,128.93724632
648,일반음식점,뒷고기국민학교,경상북도 영천시 역전로 43 (완산동),경상북도 영천시 완산동 929-1 ,054-335-9839,35.96096903,128.93800356
649,일반음식점,도남한우숯불촌,경상북도 영천시 봉도길 6-10 (도남동),경상북도 영천시 도남동 3-8 ,054-331-6500,35.93597131,128.93752959
650,일반음식점,경성관,경상북도 영천시 봉도길 6-14 (도남동),경상북도 영천시 도남동 3-9 ,054-331-7580,35.93599798,128.93785723
651,일반음식점,영양숯불갈비,경상북도 영천시 봉도길 6-7 (도남동),경상북도 영천시 도남동 3-1 ,054-337-5609,35.93619572,128.93728927
652,일반음식점,누리한우 숯불갈비,경상북도 영천시 봉도길 6-13 (도남동),경상북도 영천시 도남동 3-6 ,054-333-1551,35.93632407,128.93798762
653,일반음식점,석계손칼국수,경상북도 영천시 고경면 호국로 1457-10,경상북도 영천시 고경면 석계리 312-5 ,054-334-9982,35.99639570,129.08614351
654,일반음식점,황금순두부,경상북도 영천시 상록8길 29 (야사동),경상북도 영천시 야사동 335-31 ,,35.97468095,128.94155097
655,일반음식점,한양식당,경상북도 영천시 문화원길 23-9 (문내동),경상북도 영천시 문내동 132 ,054-331-4327,35.96799621,128.93386482
656,일반음식점,약콩칼국수,경상북도 영천시 고경면 호국로 1456,경상북도 영천시 고경면 석계리 299-2 ,054-336-3400,35.99628052,129.08471131
657,일반음식점,만남식당,경상북도 영천시 강변로 38 (금노동),경상북도 영천시 금노동 566-3 ,054-332-5005,35.96072929,128.92673314
658,일반음식점,카페시안,"경상북도 영천시 화산면 가래실로 364, 시안미술관 2층",경상북도 영천시 화산면 가상리 633 시안미술관 ,054-336-7072,36.03275880,128.88923924
659,일반음식점,영양만두,경상북도 영천시 서문길 90 (성내동),경상북도 영천시 성내동 24-2 ,,35.96603270,128.92768140
660,일반음식점,대가집,경상북도 영천시 하이브리드로 744 (본촌동),경상북도 영천시 본촌동 626 625-1 ,,,
661,일반음식점,복받은돼지,경상북도 영천시 호국로 32 (야사동),경상북도 영천시 야사동 294-5 ,054-335-0757,35.97214191,128.94174351
662,일반음식점,산하삼계탕,경상북도 영천시 충효로 85 (문외동),경상북도 영천시 문외동 9-52 ,054-336-1090,35.97387611,128.93831698
663,일반음식점,써니,경상북도 영천시 언하공단로 83 (망정동),경상북도 영천시 망정동 410-8 정한상가 201호,054-333-1644,35.98591193,128.95453252
664,일반음식점,오리궁,경상북도 영천시 망정1길 200 (망정동),경상북도 영천시 망정동 348-1 ,054-334-7747,35.98244513,128.95158208
665,일반음식점,왕손짬뽕,경상북도 영천시 신녕면 장수로 1611,"경상북도 영천시 신녕면 완전리 673-6 ,-11 ",,36.03573766,128.78977247
666,일반음식점,황소곱창식당,경상북도 영천시 완산중앙1길 11 (완산동),경상북도 영천시 완산동 1075-8 ,054-332-9664,35.96302964,128.93552321
667,일반음식점,돈치킨아웃영천점,경상북도 영천시 충효로 115 (야사동),경상북도 영천시 야사동 331-45 ,054-338-7766,35.97537911,128.94129833
668,일반음식점,별마로감자탕뚝배기,경상북도 영천시 충효로 175 (야사동),경상북도 영천시 야사동 400 ,,,
669,일반음식점,할매칼국수,경상북도 영천시 고경면 호국로 1457-13,경상북도 영천시 고경면 석계리 308-1 ,054-337-9985,35.99664729,129.08599472
670,일반음식점,술도가,경상북도 영천시 상록6길 26 (야사동),경상북도 영천시 야사동 169-11 ,054-333-6700,35.97363079,128.94307473
671,일반음식점,손맛칼국수,경상북도 영천시 강남길 42-1 (완산동),경상북도 영천시 완산동 1000-39 ,054-332-4395,35.96560370,128.93768608
672,일반음식점,영천호국정,경상북도 영천시 고경면 호국로 1720,"경상북도 영천시 고경면 청정리 700, 704, 711-4 699-4, 695,,692, 산3,산11-1,산12,산14,산15,산15-1,산15-3 ",054-336-1558,35.98095709,129.10903632
673,일반음식점,대창옛날짜장,경상북도 영천시 대창면 금창로 547,경상북도 영천시 대창면 대창리 158-3 ,054-336-1449,35.88669135,128.89111515
674,일반음식점,미나미,경상북도 영천시 충효로 131 (야사동),경상북도 영천시 야사동 154-70 ,054-336-6197,35.97598360,128.94285052
675,일반음식점,나그네손칼국수,경상북도 영천시 야사4길 47 (야사동),경상북도 영천시 야사동 128 ,054-338-4647,35.97541565,128.94677730
676,일반음식점,영림식육식당,경상북도 영천시 북안면 운북로 2001,경상북도 영천시 북안면 고지리 549-7 ,054-333-8989,35.91591587,129.00940724
677,일반음식점,쌈좋고,경상북도 영천시 보목2길 18 (야사동),경상북도 영천시 야사동 274-5 ,054-338-0366,35.97070498,128.94155906
678,일반음식점,밥통술통,경상북도 영천시 금호읍 원제2길 13,경상북도 영천시 금호읍 원제리 514-2 (1층) ,054-334-7760,35.94223089,128.89890294
679,일반음식점,삼미식당,경상북도 영천시 법원길 59 (창구동),경상북도 영천시 창구동 148-9 (1층) ,054-337-5559,35.96953193,128.92968319
680,일반음식점,김밥천국영천점,경상북도 영천시 시장로 66 (완산동),경상북도 영천시 완산동 987-10 외 5필지 ,054-334-4267,35.96328864,128.93740468
681,일반음식점,완도참전복,경상북도 영천시 역전로 49 (완산동),경상북도 영천시 완산동 930-11 ,054-334-5592,35.96074941,128.93845790
682,일반음식점,금조활어수산,"경상북도 영천시 문외4길 48, 지하1층 (문외동)",경상북도 영천시 문외동 194 지하1 ,054-334-9981,35.97204068,128.93675512
683,일반음식점,서울족발,경상북도 영천시 상록2길 7 (야사동),경상북도 영천시 야사동 169-1 ,054-338-9277,35.97336233,128.94294895
684,일반음식점,대창골식육식당,경상북도 영천시 대창면 대창시장길 27,경상북도 영천시 대창면 대창리 1076-65 ,054-331-0457,35.87414870,128.89727646
685,일반음식점,후포회집,,"경상북도 영천시 완산동 982-3 영천공설시장 상설점포 제1지구 129,130호 ",054-338-5535,,
686,일반음식점,영천 메기 매운탕,경상북도 영천시 무궁화길 31 (문외동),경상북도 영천시 문외동 5-10 ,054-333-3963,35.97335119,128.93629500
687,일반음식점,선미분식,,경상북도 영천시 완산동 982-3 영천공설시장상설점포 제3지구 49-54 ,054-333-9868,,
688,일반음식점,상전죽집,경상북도 영천시 시장4길 52 (완산동),경상북도 영천시 완산동 982-3 영천공설시장 상설점포 제2지구 53-58 ,054-332-3232,35.96426957,128.93856849
689,일반음식점,장수보리밥,"경상북도 영천시 문화새길 25, E동 10호 (야사동, 문화아파트상가)",경상북도 영천시 야사동 187-2 문화아파트상가 E동 10호,054-334-1888,35.97355735,128.94681722
690,일반음식점,신화숯불가든식당,경상북도 영천시 오수2길 6 (오수동),경상북도 영천시 오수동 118 ,054-331-7875,35.95857832,128.91345434
691,일반음식점,선미식당,,경상북도 영천시 청통면 계지리 241-2 ,054-331-3431,,
692,일반음식점,가마솥소머리국밥,경상북도 영천시 천문로 63 (도동),경상북도 영천시 도동 262-9 ,055-363-4070,35.94428241,128.92867427
693,일반음식점,가정식백반,경상북도 영천시 역전로 51 (완산동),경상북도 영천시 완산동 930-10 ,054-333-6243,35.96064996,128.93861841
694,일반음식점,속에천불 청송얼음막걸리 & 하모니야식,경상북도 영천시 상록6길 26 (야사동),경상북도 영천시 야사동 169-11 ,054-332-6903,35.97363079,128.94307473
695,일반음식점,장안복어해물,경상북도 영천시 역전로 27 (완산동),"경상북도 영천시 완산동 903-14 (1, 2층) ",054-333-4710,35.96197183,128.93658190
696,일반음식점,영우네식당,경상북도 영천시 청통면 금송로 953-4,경상북도 영천시 청통면 원촌리 267 ,054-337-0815,35.98970643,128.82292769
697,일반음식점,공우이엔씨(주)충성대씨씨한식점,경상북도 영천시 고경면 호국로 575-79,경상북도 영천시 고경면 도암리 690 ,054-331-6611,35.99307979,128.99619150
698,일반음식점,유정집,,"경상북도 영천시 완산동 982-3 영천공설시장 상설점포 제3지구 120, 121, 122호 ",054-336-6645,,
699,일반음식점,맥주이데아,,경상북도 영천시 완산동 1065-7 2층 ,054-336-0772,,
700,일반음식점,장터곰탕집,"경상북도 영천시 신녕면 본관시장길 3, C동 7호 (신녕공설시장 )",경상북도 영천시 신녕면 화성리 866-1 신녕공설시장 C동 7호,054-331-1588,36.04105098,128.78763928
